customer_id,gender,past_3_years_bike_related_purchases,job_industry_category,wealth_segment,owns_car,tenure,Age
1285,0,44,7.0,1,1,12.0,44.0
1286,1,83,7.0,3,1,16.0,42.0
1287,0,72,2.0,1,1,20.0,57.0
1288,1,51,2.0,2,1,18.0,38.0
1289,0,35,,1,1,8.0,44.0
1290,0,49,2.0,3,1,6.0,50.0
1291,0,0,1.0,1,0,12.0,37.0
1292,1,56,,2,0,20.0,56.0
1293,0,89,4.0,1,0,8.0,37.0
1294,1,31,7.0,1,1,15.0,43.0
1295,0,66,6.0,1,1,5.0,20.0
1296,1,61,2.0,2,1,9.0,28.0
1297,0,91,1.0,1,0,3.0,36.0
1298,0,35,1.0,1,0,16.0,43.0
1299,1,72,,2,0,12.0,40.0
1300,1,0,2.0,2,1,9.0,26.0
1301,1,17,1.0,1,0,9.0,26.0
1302,1,29,2.0,2,1,2.0,19.0
1303,0,64,6.0,1,0,15.0,45.0
1304,0,23,,3,0,11.0,40.0
1305,0,97,2.0,3,1,6.0,47.0
1306,0,13,1.0,2,1,13.0,61.0
1307,1,73,1.0,3,1,10.0,47.0
1308,0,34,,2,1,18.0,41.0
1309,0,95,,1,0,13.0,40.0
1310,0,38,7.0,3,1,13.0,31.0
1311,1,89,2.0,1,1,13.0,33.0
1312,1,96,1.0,2,0,8.0,23.0
1313,0,59,3.0,1,0,22.0,31.0
1314,1,25,1.0,1,1,6.0,47.0
1315,1,46,4.0,1,1,12.0,44.0
1316,0,79,5.0,3,1,18.0,27.0
1317,0,2,5.0,1,1,5.0,44.0
1318,1,10,2.0,1,1,4.0,51.0
1319,0,20,9.0,1,1,12.0,62.0
1320,1,4,7.0,3,1,7.0,34.0
1321,1,29,6.0,2,0,8.0,23.0
1322,1,37,2.0,1,1,1.0,16.0
1323,0,27,,3,1,9.0,29.0
1324,1,88,7.0,1,0,11.0,39.0
1325,0,67,6.0,3,1,14.0,49.0
1326,0,15,1.0,2,1,5.0,51.0
1327,1,57,3.0,2,0,6.0,22.0
1328,0,19,4.0,1,1,6.0,36.0
1329,1,65,,1,0,11.0,28.0
1330,0,20,,2,0,19.0,32.0
1331,0,12,8.0,3,0,17.0,30.0
1332,0,87,,1,1,12.0,39.0
1333,0,4,2.0,3,0,9.0,44.0
1334,1,72,2.0,1,0,4.0,19.0
1335,1,57,9.0,1,1,3.0,20.0
1336,0,83,,1,1,15.0,28.0
1337,1,15,1.0,1,0,10.0,29.0
1338,0,53,,3,0,14.0,37.0
1339,1,82,4.0,3,0,14.0,39.0
1340,0,16,,3,0,18.0,40.0
1341,0,65,2.0,2,0,15.0,31.0
1342,0,14,5.0,2,1,11.0,55.0
1343,0,67,1.0,3,0,5.0,38.0
1344,1,20,7.0,1,0,4.0,22.0
1345,0,94,7.0,1,0,12.0,57.0
1346,0,9,8.0,1,0,19.0,47.0
1347,1,14,7.0,1,1,14.0,40.0
1348,0,88,,3,0,13.0,33.0
1349,0,83,7.0,2,0,1.0,20.0
1350,0,10,5.0,1,1,8.0,60.0
1351,2,32,4.0,3,0,11.0,40.0
1352,0,53,7.0,3,0,18.0,63.0
1353,1,1,1.0,1,1,11.0,37.0
1354,1,0,2.0,2,0,2.0,17.0
1355,0,37,3.0,1,0,1.0,16.0
1356,1,12,,3,0,13.0,36.0
1357,0,69,1.0,3,0,6.0,24.0
1358,0,8,1.0,3,0,6.0,23.0
1359,1,54,5.0,1,0,6.0,24.0
1360,0,41,7.0,1,1,15.0,47.0
1361,0,56,7.0,2,0,19.0,53.0
1362,1,20,7.0,2,1,15.0,44.0
1363,0,7,2.0,1,0,18.0,56.0
1364,0,99,7.0,1,0,21.0,39.0
1365,0,97,1.0,1,0,3.0,25.0
1366,0,10,5.0,2,0,22.0,43.0
1367,1,63,5.0,1,0,18.0,44.0
1368,1,54,3.0,1,0,4.0,44.0
1369,1,51,7.0,1,1,6.0,23.0
1370,1,44,3.0,1,0,18.0,31.0
1371,1,39,5.0,1,1,13.0,58.0
1372,0,44,7.0,2,0,17.0,37.0
1373,1,3,2.0,1,1,12.0,59.0
1374,0,76,7.0,1,0,8.0,41.0
1375,0,36,2.0,2,0,18.0,39.0
1376,0,89,1.0,1,1,18.0,51.0
1377,0,86,5.0,1,1,2.0,28.0
1378,1,36,3.0,2,1,7.0,39.0
1379,1,63,2.0,1,1,7.0,28.0
1380,1,99,2.0,1,0,3.0,19.0
1381,0,79,7.0,2,1,15.0,32.0
1382,0,27,7.0,3,1,20.0,28.0
1383,1,81,4.0,2,0,8.0,60.0
1384,1,48,7.0,1,0,2.0,19.0
1385,1,39,2.0,1,0,16.0,60.0
1386,1,71,5.0,1,1,12.0,50.0
1387,1,33,7.0,1,1,4.0,40.0
1388,0,86,2.0,1,0,7.0,45.0
1389,1,27,1.0,2,0,15.0,55.0
1390,1,74,5.0,3,1,1.0,17.0
1391,1,62,5.0,3,0,12.0,41.0
1392,1,28,2.0,1,0,1.0,17.0
1393,1,96,7.0,1,0,20.0,41.0
1394,0,50,1.0,1,1,8.0,39.0
1395,1,83,,3,1,16.0,60.0
1396,0,20,2.0,1,0,18.0,30.0
1397,0,29,7.0,1,1,14.0,38.0
1398,1,11,7.0,1,0,17.0,51.0
1399,1,84,7.0,1,0,15.0,50.0
1400,1,51,7.0,2,1,7.0,35.0
1401,1,68,2.0,3,0,10.0,39.0
1402,0,58,8.0,1,0,1.0,16.0
1403,1,18,5.0,1,0,16.0,37.0
1404,0,78,7.0,1,1,14.0,60.0
1405,1,52,7.0,3,1,11.0,59.0
1406,0,3,2.0,3,1,17.0,47.0
1407,1,43,7.0,1,1,9.0,37.0
1408,0,14,1.0,3,0,4.0,20.0
1409,1,69,,1,0,4.0,21.0
1410,1,10,5.0,3,1,6.0,20.0
1411,1,24,1.0,1,1,5.0,23.0
1412,1,20,,1,1,4.0,26.0
1413,1,47,2.0,1,0,3.0,19.0
1414,1,57,5.0,1,1,10.0,37.0
1415,1,68,3.0,3,1,3.0,19.0
1416,0,90,,3,1,5.0,50.0
1417,1,12,7.0,3,1,20.0,58.0
1418,1,80,4.0,2,1,21.0,41.0
1419,0,5,2.0,1,1,4.0,50.0
1420,1,14,1.0,1,0,11.0,58.0
1421,1,74,3.0,1,0,20.0,61.0
1422,0,31,7.0,2,1,16.0,45.0
1423,1,51,7.0,1,0,19.0,58.0
1424,0,56,1.0,3,1,14.0,43.0
1425,0,20,5.0,3,1,11.0,31.0
1426,1,72,2.0,1,0,17.0,61.0
1427,0,14,2.0,3,0,8.0,24.0
1428,1,93,5.0,3,0,1.0,19.0
1429,0,94,1.0,1,1,12.0,37.0
1430,1,86,7.0,1,1,3.0,18.0
1431,0,29,2.0,2,1,17.0,42.0
1432,0,70,6.0,3,1,2.0,19.0
1433,1,15,4.0,1,0,20.0,59.0
1434,0,42,3.0,3,0,9.0,44.0
1435,0,96,8.0,2,1,19.0,49.0
1436,0,40,,2,0,3.0,18.0
1437,0,35,7.0,2,0,20.0,43.0
1438,1,27,1.0,1,1,14.0,42.0
1439,0,97,5.0,1,0,19.0,52.0
1440,1,19,2.0,3,1,12.0,52.0
1441,1,23,7.0,2,0,5.0,40.0
1442,0,1,7.0,2,0,17.0,54.0
1443,1,47,2.0,2,1,22.0,31.0
1444,0,97,1.0,1,0,8.0,42.0
1445,1,57,4.0,2,0,18.0,44.0
1446,0,51,7.0,1,0,17.0,30.0
1447,0,29,7.0,1,0,4.0,21.0
1448,0,40,3.0,1,0,20.0,29.0
1449,1,38,,3,0,4.0,50.0
1450,1,23,7.0,2,0,6.0,53.0
1451,1,32,6.0,1,1,16.0,40.0
1452,0,99,5.0,1,0,20.0,62.0
1453,0,54,1.0,3,0,13.0,40.0
1454,0,4,6.0,1,1,3.0,38.0
1455,1,2,3.0,2,0,8.0,25.0
1456,0,97,3.0,1,1,6.0,53.0
1457,1,99,,2,1,12.0,39.0
1458,0,40,8.0,2,0,11.0,61.0
1459,0,89,7.0,1,0,4.0,19.0
1460,0,92,2.0,3,1,13.0,44.0
1461,0,71,5.0,1,1,9.0,60.0
1462,0,16,2.0,1,1,1.0,22.0
1463,0,53,3.0,3,1,18.0,52.0
1464,0,20,,2,1,10.0,33.0
1465,1,53,2.0,1,1,5.0,46.0
1466,1,62,2.0,3,1,2.0,19.0
1467,1,1,7.0,1,1,6.0,42.0
1468,1,37,2.0,1,0,22.0,39.0
1469,0,77,2.0,2,1,14.0,60.0
1470,0,62,2.0,3,1,8.0,22.0
1471,1,88,2.0,1,0,15.0,39.0
1472,1,3,2.0,1,0,17.0,53.0
1473,0,49,,1,1,20.0,57.0
1474,0,54,1.0,1,1,21.0,31.0
1475,0,41,5.0,2,1,7.0,32.0
1476,0,25,,2,1,20.0,31.0
1477,2,42,2.0,1,1,11.0,40.0
1478,0,40,2.0,3,0,9.0,25.0
1479,0,25,6.0,1,0,21.0,40.0
1480,1,83,,3,1,5.0,22.0
1481,1,93,2.0,2,0,14.0,41.0
1482,0,29,7.0,1,0,12.0,38.0
1483,1,55,8.0,1,1,14.0,46.0
1484,1,26,,1,0,18.0,31.0
1485,0,50,1.0,1,1,6.0,48.0
1486,0,14,7.0,1,0,10.0,39.0
1487,1,58,,2,1,5.0,38.0
1488,1,82,,1,1,17.0,31.0
1489,0,17,1.0,1,0,4.0,24.0
1490,1,36,2.0,1,1,6.0,47.0
1491,1,96,1.0,1,1,4.0,20.0
1492,1,51,,1,0,7.0,37.0
1493,1,51,6.0,3,0,22.0,30.0
1494,0,46,,1,1,7.0,31.0
1495,1,4,1.0,3,1,8.0,28.0
1496,1,22,4.0,2,0,3.0,19.0
1497,1,70,5.0,3,0,14.0,44.0
1498,1,84,,2,1,13.0,28.0
1499,0,88,7.0,1,1,11.0,44.0
1500,1,82,,1,0,9.0,57.0
1501,1,74,3.0,1,1,14.0,44.0
1502,1,52,2.0,2,1,11.0,27.0
1503,1,1,,2,0,6.0,49.0
1504,0,98,3.0,2,1,13.0,42.0
1505,0,90,2.0,1,0,3.0,24.0
1506,0,21,3.0,1,0,17.0,59.0
1507,0,97,7.0,3,1,22.0,40.0
1508,0,80,1.0,2,1,11.0,31.0
1509,2,10,4.0,3,1,11.0,40.0
1510,0,94,2.0,1,0,18.0,58.0
1511,0,97,2.0,1,0,4.0,27.0
1512,0,89,,3,0,4.0,38.0
1513,0,13,,2,1,16.0,47.0
1514,0,15,,1,0,14.0,55.0
1515,0,80,7.0,1,1,2.0,27.0
1516,0,6,4.0,2,0,19.0,50.0
1517,0,90,4.0,2,0,12.0,30.0
1518,0,66,3.0,2,0,18.0,46.0
1519,0,35,8.0,3,1,1.0,16.0
1520,0,95,5.0,1,0,19.0,52.0
1521,0,49,2.0,2,1,22.0,22.0
1522,0,57,2.0,1,0,7.0,23.0
1523,0,78,2.0,1,1,17.0,58.0
1524,1,7,2.0,1,1,16.0,42.0
1525,1,43,2.0,3,0,5.0,51.0
1526,0,50,7.0,1,1,19.0,53.0
1527,0,23,7.0,1,0,2.0,20.0
1528,1,78,7.0,3,0,3.0,33.0
1529,1,0,2.0,3,1,5.0,31.0
1530,0,89,1.0,1,1,9.0,41.0
1531,1,20,2.0,1,1,13.0,51.0
1532,1,27,2.0,1,1,10.0,45.0
1533,1,59,1.0,2,1,8.0,40.0
1534,1,74,7.0,1,0,4.0,19.0
1535,0,80,2.0,2,1,3.0,20.0
1536,1,28,2.0,2,1,15.0,38.0
1537,0,23,9.0,1,0,10.0,48.0
1538,0,74,1.0,3,1,12.0,28.0
1539,0,3,,1,1,16.0,40.0
1540,1,53,3.0,1,1,19.0,55.0
1541,1,7,6.0,1,1,13.0,63.0
1542,0,56,1.0,1,1,12.0,39.0
1543,1,25,,3,0,9.0,24.0
1544,0,75,1.0,2,1,11.0,54.0
1545,0,34,1.0,1,1,15.0,40.0
1546,1,22,2.0,1,1,8.0,61.0
1547,1,82,,1,1,12.0,27.0
1548,1,70,7.0,1,1,2.0,22.0
1549,1,87,2.0,2,1,4.0,20.0
1550,1,3,4.0,1,1,12.0,31.0
1551,1,37,9.0,2,0,17.0,42.0
1552,0,80,9.0,1,1,8.0,29.0
1553,1,68,5.0,3,0,7.0,61.0
1554,0,83,5.0,2,0,3.0,23.0
1555,0,60,1.0,3,0,15.0,55.0
1556,0,30,7.0,1,1,6.0,31.0
1557,0,64,2.0,1,0,6.0,42.0
1558,0,14,2.0,2,0,2.0,26.0
1559,0,63,1.0,3,1,12.0,42.0
1560,0,14,5.0,1,0,5.0,44.0
1561,0,47,7.0,1,1,14.0,42.0
1562,1,29,,2,1,3.0,33.0
1563,0,39,3.0,1,0,9.0,25.0
1564,1,42,5.0,1,0,16.0,53.0
1565,0,71,5.0,3,1,11.0,64.0
1566,0,95,6.0,1,0,17.0,55.0
1567,1,18,,1,0,16.0,46.0
1568,1,78,7.0,1,1,9.0,37.0
1569,0,87,,1,0,8.0,30.0
1570,1,70,9.0,1,0,17.0,22.0
1571,0,19,1.0,1,1,22.0,37.0
1572,0,51,2.0,3,1,16.0,60.0
1573,1,48,3.0,1,1,4.0,23.0
1574,0,16,,2,1,2.0,22.0
1575,1,82,5.0,1,0,17.0,28.0
1576,0,77,2.0,1,0,20.0,32.0
1577,1,87,7.0,3,0,10.0,41.0
1578,0,60,1.0,3,1,11.0,39.0
1579,1,40,2.0,2,1,17.0,39.0
1580,0,23,5.0,3,0,5.0,36.0
1581,1,26,6.0,1,0,13.0,43.0
1582,0,32,3.0,1,0,4.0,39.0
1583,2,18,4.0,1,1,11.0,40.0
1584,1,93,7.0,1,0,9.0,25.0
1585,0,87,1.0,1,1,5.0,56.0
1586,1,47,7.0,3,0,15.0,32.0
1587,0,17,9.0,2,1,12.0,31.0
1588,0,24,4.0,3,1,7.0,34.0
1589,0,83,1.0,1,1,4.0,28.0
1590,1,8,5.0,1,0,14.0,52.0
1591,0,4,7.0,1,1,14.0,41.0
1592,0,21,,1,1,14.0,31.0
1593,1,69,4.0,1,0,17.0,38.0
1594,0,62,3.0,1,0,7.0,36.0
1595,1,15,2.0,3,1,11.0,41.0
1596,0,2,2.0,3,1,8.0,48.0
1597,0,93,5.0,2,0,14.0,40.0
1598,1,87,,1,0,11.0,44.0
1599,0,65,,2,0,1.0,18.0
1600,1,20,2.0,3,0,2.0,32.0
1601,1,45,7.0,2,0,1.0,24.0
1602,0,68,5.0,1,0,15.0,38.0
1603,0,89,7.0,2,1,20.0,29.0
1604,0,51,2.0,3,0,20.0,57.0
1605,1,72,,2,0,9.0,29.0
1606,1,93,,2,1,9.0,37.0
1607,1,39,5.0,1,1,15.0,29.0
1608,1,87,,1,1,6.0,59.0
1609,0,64,3.0,1,1,3.0,21.0
1610,1,75,,3,1,9.0,62.0
1611,0,93,1.0,3,1,13.0,46.0
1612,0,70,2.0,3,1,22.0,30.0
1613,1,18,3.0,1,0,19.0,40.0
1614,0,2,,3,0,8.0,33.0
1615,1,75,9.0,1,1,7.0,46.0
1616,0,75,5.0,3,1,19.0,62.0
1617,1,97,2.0,2,0,10.0,39.0
1618,1,90,,1,0,19.0,51.0
1619,0,83,,1,1,6.0,46.0
1620,0,18,,3,1,2.0,25.0
1621,1,10,1.0,1,0,22.0,43.0
1622,0,44,,3,0,16.0,39.0
1623,1,29,9.0,3,1,2.0,20.0
1624,0,18,2.0,1,1,6.0,37.0
1625,0,20,3.0,1,1,10.0,40.0
1626,1,82,2.0,1,0,14.0,38.0
1627,0,44,9.0,2,0,16.0,56.0
1628,2,13,4.0,1,0,11.0,40.0
1629,0,46,2.0,1,0,14.0,43.0
1630,1,63,7.0,1,0,16.0,33.0
1631,0,11,2.0,2,0,1.0,21.0
1632,0,43,7.0,3,1,3.0,32.0
1633,1,16,3.0,3,1,14.0,53.0
1634,1,20,7.0,2,0,12.0,47.0
1635,1,36,2.0,1,0,7.0,46.0
1636,1,65,7.0,3,1,5.0,37.0
1637,0,78,7.0,3,0,6.0,48.0
1638,0,55,2.0,1,1,10.0,25.0
1639,1,9,7.0,1,1,12.0,55.0
1640,0,37,,3,1,3.0,22.0
1641,0,29,2.0,1,0,14.0,45.0
1642,0,97,7.0,2,1,3.0,35.0
1643,1,13,5.0,1,0,19.0,56.0
1644,0,57,1.0,1,0,10.0,48.0
1645,0,34,,2,1,5.0,22.0
1646,1,39,2.0,1,1,1.0,23.0
1647,1,21,2.0,3,1,17.0,40.0
1648,1,22,2.0,1,0,8.0,36.0
1649,0,6,3.0,1,0,7.0,55.0
1650,1,44,,3,0,16.0,37.0
1651,1,9,8.0,1,1,4.0,21.0
1652,1,53,7.0,3,1,7.0,36.0
1653,1,80,6.0,1,1,12.0,30.0
1654,1,67,4.0,3,1,9.0,28.0
1655,0,38,7.0,2,1,13.0,34.0
1656,0,59,2.0,1,1,7.0,40.0
1657,0,11,2.0,1,0,5.0,40.0
1658,1,17,5.0,1,1,5.0,24.0
1659,1,75,3.0,3,1,13.0,28.0
1660,0,85,5.0,2,0,15.0,37.0
1661,1,21,1.0,2,0,10.0,38.0
1662,1,40,7.0,3,0,11.0,61.0
1663,1,68,3.0,3,1,9.0,39.0
1664,0,11,7.0,2,1,9.0,42.0
1665,0,48,8.0,1,0,11.0,40.0
1666,0,73,,1,0,14.0,40.0
1667,0,67,7.0,3,0,18.0,62.0
1668,1,75,2.0,1,0,8.0,52.0
1669,0,74,2.0,3,1,21.0,39.0
1670,1,30,5.0,1,0,19.0,39.0
1671,1,69,3.0,1,1,14.0,60.0
1672,1,21,4.0,2,1,9.0,54.0
1673,1,45,2.0,2,1,21.0,39.0
1674,1,97,7.0,3,0,20.0,40.0
1675,0,76,7.0,2,1,14.0,62.0
1676,0,63,1.0,1,0,13.0,42.0
1677,1,56,1.0,2,1,16.0,59.0
1678,1,20,2.0,3,1,13.0,40.0
1679,1,92,1.0,1,1,13.0,42.0
1680,1,5,3.0,1,1,4.0,19.0
1681,0,78,1.0,3,1,6.0,38.0
1682,1,93,7.0,2,1,6.0,57.0
1683,2,72,4.0,1,1,11.0,40.0
1684,1,96,7.0,1,0,6.0,38.0
1685,1,32,4.0,1,0,8.0,45.0
1686,0,95,6.0,1,1,16.0,37.0
1687,0,16,7.0,2,1,8.0,26.0
1688,1,80,,1,0,15.0,39.0
1689,0,48,2.0,1,1,4.0,22.0
1690,0,6,1.0,2,1,16.0,29.0
1691,0,50,,3,1,7.0,38.0
1692,1,85,1.0,1,1,17.0,50.0
1693,0,79,1.0,2,0,4.0,52.0
1694,0,11,4.0,1,1,19.0,58.0
1695,1,11,,3,1,4.0,26.0
1696,0,48,9.0,3,0,2.0,26.0
1697,1,44,1.0,1,1,12.0,48.0
1698,1,58,1.0,2,1,18.0,46.0
1699,0,33,7.0,1,1,8.0,59.0
1700,1,28,7.0,3,1,14.0,48.0
1701,0,11,7.0,3,0,17.0,54.0
1702,0,14,1.0,1,0,17.0,61.0
1703,1,14,8.0,1,1,3.0,26.0
1704,0,96,4.0,3,0,12.0,55.0
1705,1,1,2.0,1,1,9.0,38.0
1706,0,32,2.0,3,1,10.0,56.0
1707,0,18,2.0,3,0,7.0,23.0
1708,1,39,3.0,3,0,20.0,29.0
1709,0,36,1.0,2,0,6.0,43.0
1710,1,49,1.0,3,0,17.0,63.0
1711,1,81,7.0,3,1,7.0,24.0
1712,1,63,1.0,3,1,7.0,41.0
1713,1,89,5.0,3,1,21.0,29.0
1714,1,80,3.0,3,1,4.0,19.0
1715,0,41,9.0,1,1,12.0,29.0
1716,1,42,8.0,2,0,5.0,30.0
1717,0,96,7.0,1,0,6.0,39.0
1718,1,13,2.0,3,1,4.0,23.0
1719,0,71,2.0,3,0,18.0,44.0
1720,1,96,2.0,1,1,13.0,31.0
1721,1,82,2.0,3,0,14.0,37.0
1722,0,52,2.0,1,0,4.0,54.0
1723,1,90,,1,1,7.0,31.0
1724,1,28,9.0,3,1,4.0,18.0
1725,1,80,7.0,3,1,16.0,38.0
1726,1,41,2.0,3,0,11.0,44.0
1727,0,43,9.0,3,0,6.0,39.0
1728,0,41,2.0,2,0,22.0,40.0
1729,1,37,6.0,3,0,7.0,30.0
1730,1,29,2.0,1,0,20.0,32.0
1731,1,26,1.0,3,1,19.0,58.0
1732,0,95,6.0,1,1,10.0,39.0
1733,0,10,2.0,3,0,20.0,31.0
1734,1,88,5.0,1,1,11.0,40.0
1735,0,7,1.0,1,0,8.0,51.0
1736,0,83,4.0,2,0,4.0,19.0
1737,1,21,3.0,2,1,13.0,41.0
1738,0,39,6.0,3,1,14.0,32.0
1739,0,20,9.0,1,0,7.0,63.0
1740,2,83,4.0,1,1,11.0,40.0
1741,0,18,2.0,3,0,3.0,23.0
1742,0,48,,3,0,13.0,59.0
1743,0,80,7.0,2,1,8.0,36.0
1744,1,41,2.0,3,0,12.0,45.0
1745,1,37,2.0,1,1,6.0,62.0
1746,0,58,4.0,3,0,6.0,55.0
1747,0,46,2.0,2,0,14.0,30.0
1748,0,83,7.0,1,1,10.0,61.0
1749,1,66,8.0,3,0,4.0,37.0
1750,0,14,9.0,1,1,16.0,58.0
1751,1,49,1.0,1,0,4.0,48.0
1752,1,92,,1,0,17.0,40.0
1753,1,6,1.0,3,1,1.0,20.0
1754,1,24,5.0,1,1,15.0,52.0
1755,1,38,3.0,1,0,20.0,31.0
1756,1,92,,3,0,7.0,41.0
1757,0,68,4.0,3,0,7.0,51.0
1758,1,16,6.0,1,1,6.0,46.0
1759,0,52,2.0,3,0,15.0,48.0
1760,1,68,1.0,3,0,15.0,51.0
1761,1,96,7.0,1,1,14.0,43.0
1762,1,49,1.0,1,1,18.0,39.0
1763,1,96,7.0,2,1,7.0,23.0
1764,1,36,,1,1,10.0,57.0
1765,1,48,,3,0,10.0,50.0
1766,1,53,,2,0,21.0,32.0
1767,1,28,7.0,2,1,19.0,58.0
1768,0,36,7.0,3,0,13.0,43.0
1769,0,13,,1,1,5.0,57.0
1770,1,63,,1,1,7.0,22.0
1771,1,1,7.0,1,1,14.0,43.0
1772,0,98,2.0,3,1,14.0,33.0
1773,2,82,4.0,1,1,11.0,40.0
1774,0,48,2.0,1,1,18.0,39.0
1775,1,73,2.0,2,0,3.0,22.0
1776,0,77,2.0,2,0,10.0,39.0
1777,1,47,5.0,2,0,1.0,23.0
1778,1,72,,1,1,2.0,17.0
1779,0,55,6.0,2,0,5.0,21.0
1780,2,52,4.0,1,0,11.0,40.0
1781,0,63,,2,0,17.0,52.0
1782,0,47,1.0,2,1,9.0,51.0
1783,0,55,5.0,1,1,7.0,22.0
1784,1,37,7.0,1,1,6.0,23.0
1785,0,23,1.0,1,0,19.0,57.0
1786,1,70,6.0,3,1,11.0,55.0
1787,0,2,5.0,3,1,13.0,41.0
1788,1,79,2.0,3,1,10.0,53.0
1789,1,44,3.0,1,0,9.0,31.0
1790,0,90,1.0,2,0,1.0,24.0
1791,1,20,4.0,2,1,19.0,43.0
1792,0,1,2.0,1,0,15.0,29.0
1793,0,19,2.0,1,1,2.0,28.0
1794,1,53,3.0,1,0,8.0,48.0
1795,0,40,7.0,2,0,7.0,40.0
1796,1,79,7.0,3,1,8.0,48.0
1797,0,49,,1,0,8.0,43.0
1798,1,46,7.0,3,1,1.0,17.0
1799,0,81,,2,0,17.0,40.0
1800,1,30,6.0,3,0,11.0,62.0
1801,0,48,7.0,2,0,21.0,41.0
1802,1,3,7.0,1,0,7.0,44.0
1803,1,75,,1,0,6.0,29.0
1804,1,91,3.0,2,0,4.0,54.0
1805,1,90,2.0,1,0,12.0,41.0
1806,2,95,4.0,1,0,11.0,40.0
1807,1,45,,3,1,16.0,62.0
1808,0,98,5.0,3,0,17.0,52.0
1809,1,67,1.0,1,1,19.0,56.0
1810,0,98,7.0,3,0,16.0,58.0
1811,0,59,2.0,1,0,1.0,18.0
1812,1,20,1.0,2,0,14.0,58.0
1813,1,45,7.0,1,0,1.0,16.0
1814,1,33,5.0,2,0,17.0,29.0
1815,1,23,6.0,1,1,19.0,63.0
1816,1,68,6.0,1,0,18.0,40.0
1817,0,32,,3,0,19.0,42.0
1818,1,64,9.0,1,1,11.0,50.0
1819,1,26,9.0,1,1,8.0,23.0
1820,0,12,4.0,2,0,5.0,21.0
1821,0,89,9.0,3,1,15.0,45.0
1822,1,67,2.0,1,0,9.0,55.0
1823,1,29,,3,0,10.0,43.0
1824,1,12,7.0,2,1,5.0,58.0
1825,0,82,2.0,1,1,17.0,50.0
1826,0,33,7.0,3,1,7.0,56.0
1827,1,92,5.0,2,1,18.0,39.0
1828,1,65,7.0,2,0,14.0,30.0
1829,0,82,,1,0,14.0,37.0
1830,0,98,7.0,3,0,12.0,32.0
1831,0,58,1.0,1,0,15.0,40.0
1832,1,53,7.0,1,1,12.0,53.0
1833,0,67,2.0,3,1,19.0,50.0
1834,0,84,2.0,3,1,11.0,40.0
1835,0,48,2.0,2,1,1.0,24.0
1836,1,54,1.0,1,1,13.0,62.0
1837,0,9,7.0,1,1,19.0,44.0
1838,1,14,2.0,2,1,12.0,53.0
1839,1,60,9.0,3,1,5.0,30.0
1840,0,22,6.0,3,1,20.0,40.0
1841,0,63,6.0,2,0,2.0,22.0
1842,0,89,2.0,1,0,8.0,40.0
1843,0,96,,1,1,4.0,33.0
1844,1,71,,1,0,12.0,42.0
1845,0,34,2.0,1,0,6.0,39.0
1846,1,4,7.0,2,0,7.0,39.0
1847,1,68,7.0,1,0,6.0,39.0
1848,0,22,7.0,1,0,9.0,41.0
1849,0,6,5.0,1,1,5.0,59.0
1850,0,4,7.0,3,0,7.0,39.0
1851,0,20,,1,0,13.0,43.0
1852,1,22,7.0,2,0,18.0,39.0
1853,1,67,,1,1,17.0,30.0
1854,1,11,,3,1,17.0,39.0
1855,0,2,9.0,1,1,18.0,46.0
1856,1,57,5.0,1,0,4.0,48.0
1857,0,57,7.0,2,1,5.0,49.0
1858,1,30,7.0,3,1,11.0,60.0
1859,1,81,4.0,3,1,12.0,27.0
1860,1,4,7.0,1,1,17.0,41.0
1861,1,26,7.0,1,1,8.0,50.0
1862,1,24,1.0,3,1,4.0,37.0
1863,0,10,8.0,3,0,20.0,39.0
1864,1,45,5.0,1,0,18.0,57.0
1865,1,35,,1,0,3.0,20.0
1866,0,27,7.0,1,0,2.0,25.0
1867,1,96,,2,0,3.0,31.0
1868,1,11,5.0,1,0,10.0,29.0
1869,1,73,2.0,3,1,9.0,40.0
1870,1,24,,2,0,9.0,44.0
1871,1,52,2.0,3,1,8.0,23.0
1872,0,75,7.0,1,1,14.0,44.0
1873,0,49,7.0,2,1,4.0,25.0
1874,0,17,6.0,3,1,7.0,60.0
1875,0,4,5.0,3,1,19.0,58.0
1876,0,16,2.0,2,0,21.0,40.0
1877,0,13,2.0,3,1,16.0,51.0
1878,0,6,1.0,2,0,10.0,63.0
1879,0,4,7.0,3,0,5.0,50.0
1880,0,50,,3,0,17.0,45.0
1881,0,61,,2,1,12.0,60.0
1882,0,86,7.0,2,0,10.0,53.0
1883,1,6,1.0,1,0,6.0,26.0
1884,1,19,7.0,1,1,17.0,48.0
1885,0,18,1.0,3,1,11.0,35.0
1886,1,35,4.0,2,0,18.0,39.0
1887,1,22,4.0,2,1,8.0,52.0
1888,1,67,1.0,1,1,1.0,15.0
1889,0,98,5.0,2,0,11.0,44.0
1890,0,89,2.0,1,0,7.0,45.0
1891,0,6,5.0,1,1,19.0,27.0
1892,1,48,5.0,3,1,2.0,22.0
1893,0,25,,1,0,5.0,49.0
1894,0,86,7.0,3,1,17.0,41.0
1895,1,53,7.0,1,0,15.0,42.0
1896,0,13,,3,0,1.0,22.0
1897,1,58,,1,1,1.0,20.0
1898,1,67,7.0,2,1,12.0,38.0
1899,0,29,5.0,2,1,4.0,20.0
1900,0,67,2.0,2,1,19.0,37.0
1901,0,40,6.0,2,0,8.0,40.0
1902,1,48,2.0,1,1,4.0,53.0
